tweet_id,text,human_intent,top1_similarity,top1_intent,top1_reply,retrieved_intent_rank,recall_at_1,recall_at_3,recall_at_5,historically_grounded,judge_relevance,judge_helpfulness,judge_groundedness,judge_overall,judge_reason,failure_mode,failure_explanation
2676867,"@AppleSupport hi, I don't own any apple id nor I have applied for one. Still I am getting this mails(5 till nw) which I believe spam,pls hlp",account_activation,0.2930097285853814,other,@358362 Sorry about that. DM us and we'll look into this iMac audio situation with you more. https://t.co/GDrqU22YpT,4.0,0,0,1,True,1,1,1,1,"Reply mentions an unrelated 'iMac audio situation', not the spam Apple ID emails described.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
749784,@AppleSupport IPhone 7 Plus And iOS 11.0.3,ios_update,1.0,ios_update,@138638 Got it. Let us know in DM when you first noticed this. https://t.co/GDrqU22YpT,1.0,1,1,1,True,3,2,3,3,Plausible continuation asking about onset time for a device-info fragment.,Generic or insufficient response,The response is related but provides limited actionable assistance.
2291590,@AppleSupport It says update requested but the update is about iPhone x screen touching,hardware_accessories,0.3507690066455224,ios_update,@267195 Thanks. Let's meet in DM and we'll take a closer look at what may be causing this. https://t.co/GDrqU22YpT,,0,0,0,True,3,2,4,3,Generic acknowledgment of an ambiguous update/touch-issue message.,Generic or insufficient response,The response is related but provides limited actionable assistance.
1690473,@513209 @AppleSupport I agree. What a joke,other,0.5602808663717052,other,@595637 Please DM us details of any issues you're having with your iPhone. We'll work with you towards a resolution there. https://t.co/GDrqU22YpT,1.0,1,1,1,True,2,2,3,2,"Message is a vague reaction, not a specific complaint; reply's generic ask is a reasonable fallback.",Irrelevant response,The response does not adequately address the customer's issue.
2111423,@ATT @115858 @AppleSupport hey i would LOVE to know why my iPhone 8 of less than a month already turned off and won't turn back on!!!!!!!!!!,other,0.3697661962810415,other,"@495833 Let's work together to find the best solution for your iPhone. To start, check out the steps in the following article: https://t.co/8MvHMFZ83h

DM us if you're still stuck after that. https://t.co/GDrqU22YpT",1.0,1,1,1,True,4,4,4,4,Relevant next-step article for a device that won't power back on.,No major failure,The response did not trigger a major failure criterion.
2020123,look here @AppleSupport ....you can make my phone slow and all that with these updates... but i️ want my i’s back! you takin it to far!,device_performance,0.2443154328577389,other,@460846 Are you having this issue with your device currently? Let us know in DM. We want to help. https://t.co/GDrqU22YpT,3.0,0,1,1,True,4,2,4,3,"On-topic acknowledgment of the autocorrect complaint, but doesn't offer the known fix directly.",Generic or insufficient response,The response is related but provides limited actionable assistance.
853916,"@AppleSupport Tengo un Macbook Pro retina de mediados del 2014 al que le ha salido esto en la pantalla, parece un defecto de fábrica https://t.co/amRfvlaEBg",apps_services,0.3802782486416284,other,@172919 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,5.0,0,0,1,True,2,2,4,2,Appropriately notes the language option but doesn't address the screen-defect issue itself.,Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
2774335,"@AppleSupport You know. I get it. My MacBook Pro is almost 8 years old. But if the older Macs are having such issues with this OS, then force obsolete us.",apps_services,0.162917954226991,other,"@275090 In the meantime, let’s work together to see if we can resolve the issue. Try these steps here: https://t.co/sf0JEbUJVS",2.0,0,1,1,True,3,3,3,3,Generic troubleshooting offer for an older-Mac compatibility complaint.,Low retrieval confidence,The best historical match has low similarity to the customer message.
689308,"@AppleSupport I got a weird issue, on iPhone 7 I'm getting heating problem but today I got issues with camera flash, in control panel brightness indicator is saying full brightness but the screen light is very dim...unable to connect support as well. https://t.co/529CJU5SxU",connectivity,0.1896170608533128,connectivity,@713678 We would be glad to help with your Wi-Fi. Try the steps in this article: https://t.co/tdmlmF3jQa,1.0,1,1,1,True,1,1,1,1,"Reply addresses Wi-Fi help, unrelated to the heating, camera flash, and screen-brightness issues described.",Irrelevant response,The response does not adequately address the customer's issue.
1407867,@AppleSupport it has been 2 hours but nothing happening. I’m unable to login. And I’ve restored os using command+R &gt;restore Mac(High Sierra) https://t.co/hTaXXy7ugP,account_activation,0.3500244894794504,ios_update,"@287022 Thanks for reaching out to us. We'd like to help get you back into your Mac. Just to clarify, did the Mac become unresponsive during the update or during the start up?",,0,0,0,True,5,4,4,4,Directly relevant diagnostic question about when the Mac became unresponsive.,No major failure,The response did not trigger a major failure criterion.
2903737,@AppleSupport Its not an app! Its the camera roll,apps_services,0.3045108310418786,other,@532501 Do you have another user account that you can use to see if this still happens there? If not let's go ahead and create a test user account to try this out. You can see how to do so here: https://t.co/yoThHdqdHe,,0,0,0,True,3,3,3,3,Reasonable generic troubleshooting step (test user account) continuing an ongoing thread.,No major failure,The response did not trigger a major failure criterion.
300623,"@187675 @AppleSupport Yes, I see. First time ever that I find Apple really dissapointing. Sad.",other,0.4687779106264136,other,@417857 How long does your battery last from a full charge? Which iPhone do you own?,1.0,1,1,1,True,2,2,2,2,Reply guesses at a battery-related topic with no supporting evidence from the vague message.,Irrelevant response,The response does not adequately address the customer's issue.
1599714,This isn’t what I️ tweeted so what the fuck is going on ? @123765 @TwitterSupport @AppleSupport @115858 https://t.co/sKVTMtWjvX,other,0.4911856646129114,other,@503722 Thanks for reaching out. Give this workaround a try and let us know if it helps: https://t.co/qODbOsp4wz,1.0,1,1,1,True,4,3,3,3,Plausible workaround offer consistent with the likely autocorrect-bug context implied by tagging Twitter Support.,No major failure,The response did not trigger a major failure criterion.
2118385,@AppleSupport @624313 I am also getting the same error after recent beta upgrade!!! https://t.co/6YQqNieRIq,ios_update,0.2928813793678404,device_performance,@288249 We're here to help you get pointed to the right direction. You can contact our Developer team here: https://t.co/LIrs0dB6kH,,0,0,0,True,5,4,4,4,Appropriately redirects a beta-related error to the Developer support team.,No major failure,The response did not trigger a major failure criterion.
2779378,"@AppleSupport Me/wife/2 kids, iPhone 7: wifi/bt are off then frequently come back ON again on their own. Most often when coming out of airplane mode but see it when I wake up in AM both are suddenly on...maybe triggered by the Do Not Disturb function. 

I have not seen it turn OFF on its own.",connectivity,0.1799066103670479,connectivity,@193855 We want to help. Have you seen the steps here for Wi-Fi and Bluetooth on iOS 11? https://t.co/G7BHuQnDS6,1.0,1,1,1,True,4,3,4,4,Relevant Wi-Fi/Bluetooth troubleshooting resource for the described on/off behavior.,Low retrieval confidence,The best historical match has low similarity to the customer message.
1976565,I️ need to understand why my letter “I️” keeps turning into “! And a box with a question mark” @AppleSupport 🤷🏾‍♀️.,keyboard_input,0.4319735391307894,keyboard_input,@343094 We'd be happy to look into this with you. DM us the iOS version you're currently running using the link below. https://t.co/GDrqU22YpT,1.0,1,1,1,True,4,2,4,3,"On-topic acknowledgment of the autocorrect symbol bug, but asks for info rather than the known fix.",Generic or insufficient response,The response is related but provides limited actionable assistance.
446521,"@AppleSupport literally had these for 1 month and already one of the ears broke, just out of no where... replacement? https://t.co/7wFrBepTQA",other,0.2800227275226228,other,@451102 We're happy to look into your repair options. Please DM us your country of residence to get started. https://t.co/GDrqU22YpT,1.0,1,1,1,True,4,3,4,4,Relevant next step (repair options) for the broken headphone/AirPod complaint.,No major failure,The response did not trigger a major failure criterion.
2007702,"@AppleSupport  fix whatever y’all doing with these updates . My phone always glitches when I update it . 
Im about to get an Android",ios_update,0.3946993341280249,other,"@717980 We understand how important it is to see your calls coming through, so we’d like to help. Let us know in DM if Do Not Disturb is enabled in Settings &gt; Do Not Disturb. https://t.co/GDrqU22YpT",,0,0,0,True,1,1,2,1,"Reply asks about Do Not Disturb and call visibility, unrelated to the general update-glitching complaint.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
1598110,@AppleSupport why won’t this thing connect?! Trying all day. Tweeting from phone connected to said network.  #iPhoneX #iphoneXlaunch https://t.co/0hP7j4boO2,connectivity,0.2112379899997583,ios_update,@231631 Thank you. Does this happen on multiple Wi-Fi networks? How much space is available on the device (Settings &gt; General &gt; About)? Is the error coming up when attempting to download the update or install the update? Respond in DM. We'll continue there. https://t.co/GDrqU22YpT,2.0,0,1,1,True,5,4,4,4,"Thorough, relevant diagnostic questions for a persistent connectivity problem.",Low retrieval confidence,The best historical match has low similarity to the customer message.
1543327,@AppleSupport why is cant I️ type the letter “I️” without I️t being replaced to a # and a question mark box https://t.co/cHnRFoNZuF,keyboard_input,0.4243820156098554,keyboard_input,@588480 Hi. We're here for you. DM us and tell us which device you're having this issue with and we'll go from there. https://t.co/GDrqU22YpT,1.0,1,1,1,True,4,2,4,3,"On-topic acknowledgment of the autocorrect symbol bug, but asks for info rather than the known fix.",Generic or insufficient response,The response is related but provides limited actionable assistance.
2375289,"@applesupport Hi there - iphone 5 just stopped connecting to imessage. Turned off/on, rebooted, reset network settings - you name it - I tried it. Activation error. Don't get any messages from people with an iphone (it's not recognizing to switch to SMS). Any ideas? Thanks.",account_activation,0.1681179043354757,other,@672977 Thanks for clarifying that for us. Go ahead and join us in DM using the following link: https://t.co/GDrqU22YpT,,0,0,0,True,3,2,4,2,Generic acknowledgment of a detailed iMessage activation problem without engaging specifics.,Generic or insufficient response,The response is related but provides limited actionable assistance.
394071,@AppleSupport my IDapple is not working. I put the password and it say it’s wrong,account_activation,0.3177483660174526,device_performance,"@595355 Thanks for reaching out! Check out this article: https://t.co/xU1AGHStV6 

Let us know if you’re still having issues in DM. https://t.co/GDrqU22YpT",3.0,0,1,1,True,4,3,4,4,Relevant article pointer for an incorrect Apple ID password issue.,No major failure,The response did not trigger a major failure criterion.
639767,"#iOS11 is so full of bugs... unbelievable. In addition to all the freezes, delays, unresponsiveness and faulty transitions, one of the worst I'm encountering is also the hotspot turning itself on at random times. #Apple @AppleSupport",ios_update,0.2665842924473092,other,@597927 We'd like to look into this with you. DM us which iOS version you're currently running and we'll continue there. https://t.co/GDrqU22YpT,,0,0,0,True,4,2,4,3,"On-topic acknowledgment of a list of iOS bugs, but asks for info rather than addressing any specifically.",Generic or insufficient response,The response is related but provides limited actionable assistance.
1300708,"Y’all need to fix this iOS update, @AppleSupport. I’m getting real sick and tired of turning my WiFi off multiple times a day.",connectivity,0.405319659018741,other,@595195 We'd love to help. Try all steps here: https://t.co/xXaXeeSRt9 Please DM us the device and OS version if issue persists: https://t.co/GDrqU22YpT,,0,0,0,True,5,4,4,4,"Relevant, actionable steps for the recurring WiFi-toggling complaint.",No major failure,The response did not trigger a major failure criterion.
437020,@AppleSupport my IMessage Not working,apps_services,1.0,device_performance,@820329 We'd like to know more to help. Are you having an issue activating or sending and receiving an iMessage? Let us know and confirm the device this occurs on and we'll continue.,,0,0,0,True,5,3,4,4,Relevant clarifying question distinguishing activation vs. send/receive iMessage issues.,No major failure,The response did not trigger a major failure criterion.
2152915,@AppleSupport 11.0.3.... 11.1 is downloading now. Dont understand why i didnt get a software update notification. I hope the fixes it.,ios_update,0.2769256001038415,connectivity,@539581 Is it one network you are having issues with connecting to or multiple?,3.0,0,1,1,True,1,1,2,1,"Reply asks about Wi-Fi network connectivity, unrelated to the update-notification question asked.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
1785232,"@AppleSupport Ordered at 3 am &amp; got a reservation #.  Email arrived, went to purchase but Apple will not honor it be/ I have a PO Box. 😠",payments_purchases,0.215429880267227,apps_services,@434036 Our Online Store team is best suited to help you with your order. You can reach them here:  https://t.co/8yjRd1Xo0i,2.0,0,1,1,True,5,4,4,4,Appropriately redirects an order-honoring dispute to the Online Store team.,Low retrieval confidence,The best historical match has low similarity to the customer message.
853171,@AppleSupport my iPhone 6 keeps freezing every 10 minutes since iOS 11 please do something https://t.co/LS2PRJ0Yqt,ios_update,0.418800298371094,other,@513897 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,3.0,0,1,1,True,3,3,3,3,Generic 'future update' workaround link is plausible but not clearly confirmed for the freezing issue.,No major failure,The response did not trigger a major failure criterion.
1249461,Holy FK @115858 @AppleSupport I can’t even make or receive phone calls since the last iOS update!!! Thanks for the $800 brick!,ios_update,0.505480289295669,ios_update,@179495 We know it's important to stay in touch and we'd like to help. We recommend checking out this link: https://t.co/U53YusKX3z,1.0,1,1,1,True,4,3,3,3,Relevant resource offered for the inability to make/receive calls after an update.,No major failure,The response did not trigger a major failure criterion.
1111402,.@699 Why do ALL the games show this message on @117406 App on @115858 TV @AppleSupport? #NBALeaguePass #AppleTV #WTF #NBAAPP #NBATV #JANKY https://t.co/rR0SXzGISd,apps_services,0.2517711271643309,apps_services,"@670887 Thanks for reaching out to us. For help with your Apple TV, use this link here to contact us over the phone: https://t.co/IBIY3vMgPj",1.0,1,1,1,True,4,3,4,4,Appropriately redirects an Apple TV app issue to phone support.,No major failure,The response did not trigger a major failure criterion.
2002944,@592266 @AppleSupport Or Jog on what ever fits 🤔,other,0.2591808146888958,other,"@492513 Alright, no problem. Let us know if all your apps are up-to-date in DM. We’ll take a closer look at this with you there. https://t.co/GDrqU22YpT",1.0,1,1,1,True,2,2,3,2,Message fragment is unclear; reply's generic app-update question is a reasonable fallback.,Irrelevant response,The response does not adequately address the customer's issue.
484589,"@AppleSupport screwed up with iOS11, so many problems happening with my 6s!!! Really board with problems....",ios_update,0.3075089819607308,other,"@359696 We want your iPhone to be working as expected. Send us a DM with details, and we'll start there. https://t.co/GDrqU22YpT",2.0,0,1,1,True,3,2,4,3,Generic acknowledgment of a vague post-iOS11 complaint.,Generic or insufficient response,The response is related but provides limited actionable assistance.
1181852,@AppleSupport Mpow Magneto headphones,hardware_accessories,0.5315356103959672,hardware_accessories,"@346472 Have you tried restarting your iPhone to see if it helps? If not, let's try. Here's how: https://t.co/OWRDHWSt4h",1.0,1,1,1,True,3,3,3,3,"Generic restart suggestion, plausible first step for a headphone accessory fragment.",No major failure,The response did not trigger a major failure criterion.
1287051,hey @AppleSupport i just purchased the apple music family plan and ever since i get this error.. i’ve already been billed. what’s up? https://t.co/Wy9a1ChkKN,payments_purchases,0.2585230885600282,music_media,"@240308 While we can't speculate on future changes to our available subscriptions, we appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd",,0,0,0,True,1,1,2,1,"Reply discusses future subscription changes, not the billing error the customer is actually reporting.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
1571677,@AppleSupport The autocorrect glitch for the letter I,keyboard_input,0.5305207575042621,ios_update,@503002 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,3.0,0,1,1,True,5,4,4,4,Correct workaround link for the stated autocorrect-I glitch.,No major failure,The response did not trigger a major failure criterion.
707427,@AppleSupport Well appreciated 🙏🏽,other,0.4918029541019351,other,"@549208 We'd like to help with this. What kind of device are you using? Let us know in DM, and we'll continue there. https://t.co/GDrqU22YpT",1.0,1,1,1,True,1,1,2,1,Message is a simple thanks; reply incorrectly assumes an ongoing unresolved issue.,Irrelevant response,The response does not adequately address the customer's issue.
1158020,"My iPhone 6 screen is bulging, any suggestions? Is it safe to use until I can repair/replace? Trying to hold out for the X @AppleSupport 🆘📱",hardware_accessories,0.3083165249306527,ios_update,@208017 We can get you some info on this. Are you asking if it's okay to use a model that isn't capable of updating to iOS 11?,,0,0,0,True,1,1,2,1,Reply misreads the bulging-screen safety question as one about iOS 11 update compatibility.,Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
2472935,@AppleSupport when I try to remove my credit card off my iTunes account it doesn't let me save the changes it says an unknown error has occurred; I would like to remove my credit card please!,payments_purchases,0.4096688037640769,payments_purchases,"@550401 We'd be happy to get you pointed in the right direction. Check out: https://t.co/rnB74M0zio If that doesn't help, please DM us: https://t.co/GDrqU22YpT",1.0,1,1,1,True,5,4,4,4,Directly relevant article for the credit-card removal error described.,No major failure,The response did not trigger a major failure criterion.
1162071,I️ hero’s changing in my phone to some symbol what do I️ do? @AppleSupport,other,0.4030201488222309,other,@178792 We're here for you! It looks like your iPad is disabled. Follow the steps here for help: https://t.co/qC0p25l5ee,1.0,1,1,1,True,1,1,1,1,"Reply addresses a disabled iPad, unrelated to the autocorrect symbol bug described.",Irrelevant response,The response does not adequately address the customer's issue.
2834181,I thought iOS 11.1.1 was supposed to fix the “I” bug? @AppleSupport @115858 https://t.co/ujIaFsF5Kl,ios_update,0.5138211113448952,device_performance,"@664650 Let's take a look into this together. Have you tried a simple restart since noticing this issue? If not, let's restart: https://t.co/OWRDHWSt4h Let us know if that helps.",2.0,0,1,1,True,4,3,3,3,Reasonable troubleshooting step (restart) for a fix that reportedly hasn't worked yet.,No major failure,The response did not trigger a major failure criterion.
382541,@AppleSupport iOS and TVOS   I switch between my iPhone and my AppleTV (4th Gen). There are a bunch of songs. The personal station only seems to have a about 30 songs and I disliked many of them. Shouldn’t it reflect the music I listen to and like?,music_media,0.1902443422064899,device_performance,@394453 That is definitely a strange one. Does the issue persist after restarting your device? What iOS version are you on?,4.0,0,0,1,True,3,2,3,3,"Generic troubleshooting questions for a personalized-playlist quality complaint, not clearly matched.",Generic or insufficient response,The response is related but provides limited actionable assistance.
1576413,@AppleSupport ya need to fix this I️ thing ASAP and by I️ meant “eye” since u prob can’t see the letter,keyboard_input,0.3507492372912869,other,"@159413 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",3.0,0,1,1,True,5,5,5,5,Directly and correctly points to the iOS 11.1.1 autocorrect fix with backup guidance.,No major failure,The response did not trigger a major failure criterion.
874920,@AppleSupport why won't iTunes shuffle anymore? It's says ask Siri to do it. Why did you screw up iTunes? I only buy iPhone for tunes. Fix?,music_media,0.2360233495944161,ios_update,"@592745 We'll do everything we can to help. To confirm, have you installed the iOS 11.1 update? DM us what's happening exactly: https://t.co/GDrqU22YpT",,0,0,0,True,4,3,4,3,Relevant clarifying question about update status for the iTunes shuffle complaint.,Low retrieval confidence,The best historical match has low similarity to the customer message.
588070,@AppleSupport Many times actually. Repair installs and even clean installs. I first noticed the problem in one of pre-release public betas and the problem has persisted ever since.,device_performance,0.1797646273033814,apps_services,@171394 We’ve got you covered. Check out this guide and send a DM if you have questions: https://t.co/4Xnb7WjVko https://t.co/GDrqU22YpT,2.0,0,1,1,True,3,3,3,3,"Generic guide reference plausible for a persistent, unspecified issue.",Low retrieval confidence,The best historical match has low similarity to the customer message.
2545576,@AppleSupport my phone is messing up like it’s brand new. What is the issue here?!,device_performance,0.3591275210531297,ios_update,"@384366 We're happy to help. To get started, let us know what issue you're experiencing.",,0,0,0,True,4,3,4,3,Appropriately asks for specifics given the vague 'messing up' complaint.,No major failure,The response did not trigger a major failure criterion.
963474,@AppleSupport is there anyway to check my iPhone 7 battery health?,battery_power,0.8671384055287137,battery_power,@820337 We're happy help. Join us in DM with details about what's going on with your battery and the iOS version currently installed on your 6s. You can find it in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,1.0,1,1,1,True,3,2,2,2,"References 'your 6s' when the customer said iPhone 7, an inconsistency suggesting a mismatched retrieval.",Generic or insufficient response,The response is related but provides limited actionable assistance.
2476049,"@115858 @AppleSupport 
Can you PLEASE fix your https://t.co/NS4FWg1qzk
They say a picture is worth a 1000 words. I am giving you two!

#Umah is my app and not sure if it's ""in review"", ""ready for sale"" or really, really is ""in review!"" 
https://t.co/YWY9rsLnz0 https://t.co/qyjNnsHT4L",apps_services,0.2254892718185986,device_performance,@273065 Thanks for reaching out! We’d recommend backing up your device and updating to the latest version of iOS. Check out this article for more information: https://t.co/xU1AGHStV6 Let us know if you’re still having issues after the update.,,0,0,0,True,1,1,2,1,"Reply suggests updating iOS, unrelated to the App Store review-status question asked.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
1969314,"@AppleSupport iPhone 7 and iOS 11.0.3, the screen freezes a lot and I have to restart it but then it happens the next day or two",hardware_accessories,0.3150356236444807,ios_update,@475264 Thanks for sending that info over. Can you send us a DM and tell us which country you're in? We'll find the best way to help. https://t.co/GDrqU22YpT,,0,0,0,True,2,1,3,2,Asking for country doesn't meaningfully address the recurring screen-freeze issue described.,Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
894334,"@AppleSupport It happens late charging, yesterday it appeared until 96%. Not damaged at all, I have restarted since I bought my iPhone 8plus, a month ago.",battery_power,0.1974478044710351,ios_update,@517500 We'd like to continue helping out. Let's meet in DM. https://t.co/GDrqU22YpT,,0,0,0,True,3,2,4,3,Generic acknowledgment of the charging-behavior description.,Generic or insufficient response,The response is related but provides limited actionable assistance.
910437,"@AppleSupport I just closed down iTunes, restarted and tried downloading through 'Purchased' - seems to have worked. Thanks very much for your help anyway",payments_purchases,0.3928959263081308,other,@249499 Thanks for keeping us in the loop. We're glad everything is working again. Let us know if you need anything else.,,0,0,0,True,5,4,5,5,Appropriately closes out a resolved-issue thank-you message.,No major failure,The response did not trigger a major failure criterion.
445967,@AppleSupport What is the ‘acceptable’ temperature for a iPhone 7 🧐🤔,other,0.4613670904013559,other,"@589860 Thanks for reaching out. Please send us a DM, with your current iOS version, and we'll take a look. https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT",1.0,1,1,1,True,3,2,4,3,"Generic acknowledgment of the temperature question, defers to DM.",Generic or insufficient response,The response is related but provides limited actionable assistance.
1147076,"@AppleSupport In order to log in, I need to answer security questions - which I have forgotten. I cannot reset the answers to the questions",account_activation,0.3469225375167591,other,@389970 It looks like you can't sign in to your Apple ID and you've forgotten the security questions. Have you tried email recovery?,2.0,0,1,1,True,5,4,4,5,"Directly relevant, offers a concrete next step (email recovery) for the forgotten security questions.",No major failure,The response did not trigger a major failure criterion.
1365590,"@AppleSupport WTF ; iphone really sucks.. trying to show how to dispose, disgusting; first fix #error56 #iphone dead updating #ios 11",ios_update,0.3768170222576561,other,@370404 You can check out this link to resolve the error: https://t.co/VtLfFWoKGX DM if it continues. https://t.co/GDrqU22YpT,,0,0,0,True,5,4,4,4,Relevant link addressing the specific error code mentioned in the update complaint.,No major failure,The response did not trigger a major failure criterion.
2850845,"@AppleSupport trying to use #ApplePay on @4086 for an order however I get an error on my shipping address, but doesn’t tell me what is actually wrong or how to correct the error.",device_performance,0.2589182440239937,ios_update,@310808 That's an excellent question. We have a great Sales Support team who can assist you with this: https://t.co/8yjRd1Xo0i,4.0,0,0,1,True,4,3,4,4,Appropriately redirects an Apple Pay checkout error to the Sales Support team.,No major failure,The response did not trigger a major failure criterion.
2680930,@AppleSupport done!,other,1.0,other,@188509 Thanks. We will continue with you there.,1.0,1,1,1,True,3,2,3,3,Generic continuation plausible for a short confirmation message.,Generic or insufficient response,The response is related but provides limited actionable assistance.
937451,@AppleSupport Also having apps crash—including iMessage,apps_services,0.3842394115025332,ios_update,@238553 We hear you and we want to help. Send us a DM letting us know how long you've been having this issue. https://t.co/GDrqU22YpT,2.0,0,1,1,True,4,3,4,4,Relevant follow-up question about duration for the app-crashing complaint.,No major failure,The response did not trigger a major failure criterion.
993353,@AppleSupport everytime I try and log in https://t.co/CR8R9PUmpF,account_activation,0.3996371832335938,account_activation,"@629703 Thanks for reaching out. We understand the importance of getting into your Mac. It looks like while you're seeing the unexpected text display, there's also a progress bar in the center. Does the progress bar move, and if so, is there any change when it's complete?",1.0,1,1,1,True,2,2,2,2,Reply describes a Mac progress-bar scenario that doesn't clearly match a generic login-failure message.,Irrelevant response,The response does not adequately address the customer's issue.
2111313,I guess I’m having the same error 3014 problem everyone else is having. @AppleSupport,device_performance,0.3978460405709972,device_performance,@465017 Send us a DM with specific details and we can start there. https://t.co/GDrqU22YpT,1.0,1,1,1,True,3,2,4,3,"Generic acknowledgment of a specific known error code, without offering the applicable fix.",Generic or insufficient response,The response is related but provides limited actionable assistance.
